age_group,upbringing_influence,focus_intensity,consistency_score,external_guidance_usage,support_environment_score,hobby_engagement_level,physical_activity_index,creative_expression_index,altruism_score,personality_cluster
-0.5,0.0,-0.7862569269575859,-0.6,0.0,0.0,0.0,1.0,1.0,0.0,3
1.0,-2.0,1.0046757877905694,-0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1.0,-0.8423243347498729,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,4
-0.5,0.0,0.35842702687686606,0.7333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,3
0.0,0.0,0.8658717436068519,0.06666666666666667,1.0,0.0,0.0,1.0,1.0,0.0,3
0.0,-1.0,-0.5865575308665042,-0.6,0.0,1.0,0.0,0.0,0.0,0.0,1
0.5,-1.0,-0.7979277486464019,-0.5333333333333333,1.0,0.5,1.0,0.0,0.0,0.0,2
-0.5,-1.0,-0.5355003822154316,0.8,0.0,-0.5,0.0,0.0,0.0,0.0,4
-0.5,0.0,-0.4028348797896817,0.6666666666666666,1.0,0.5,1.0,0.0,0.0,0.0,4
-0.5,0.0,0.5915980944419046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.0,0.0,-0.20725829740093257,-0.9333333333333333,0.0,-0.5,0.0,0.0,0.0,0.0,3
0.5,-2.0,-0.0057764504366719215,-0.5333333333333333,0.0,-0.5,0.0,1.0,0.0,0.0,3
-0.5,-1.0,-0.23797218418977045,-0.4,0.0,-1.0,0.0,0.0,0.0,0.0,3
0.5,0.0,-0.39582782787680065,0.06666666666666667,1.0,-1.0,0.0,0.0,0.0,1.0,4
0.0,0.0,-0.23068370546003272,0.8,0.0,0.0,1.0,0.0,0.0,0.0,4
-0.5,-1.0,0.9688763641689886,0.4666666666666667,0.0,-0.5,0.0,1.0,0.0,0.0,4
-0.5,-1.0,-0.9866326676260784,0.8,0.0,-0.5,0.0,0.0,1.0,0.0,4
-0.5,0.0,0.2403022652007924,-0.6666666666666666,0.0,1.0,1.0,0.0,1.0,0.0,1
0.5,-1.0,0.3128670906914527,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0
-0.5,1.0,0.4196873568166391,-0.13333333333333333,0.0,-1.0,1.0,1.0,0.0,0.0,3
-0.5,0.0,0.8929237742719441,-0.6,0.0,0.5,1.0,0.0,0.0,1.0,2
1.0,0.0,0.3834906632835303,0.8,1.0,1.0,0.0,1.0,0.0,0.0,4
0.0,-1.0,-0.5548653452379163,0.2,1.0,-0.5,1.0,0.0,0.0,1.0,4
0.0,-1.0,1.0786154713614005,-0.13333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,3
-0.5,0.0,0.09994042889136158,0.8,1.0,-1.0,1.0,0.0,0.0,0.0,4
0.0,1.0,-0.4462336291542017,0.8,0.0,-1.0,0.0,1.0,0.0,0.0,4
-0.5,1.0,0.6219405968925297,-0.26666666666666666,0.0,-0.5,1.0,0.0,0.0,0.0,3
-0.5,-1.0,-0.9759659442061942,-0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,3
0.0,1.0,0.4192253697968218,0.7333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,4
1.0,-1.0,0.8151725027896285,0.2,0.0,0.0,0.0,1.0,0.0,0.0,4
0.0,-1.0,0.16789640355476465,0.8,0.0,0.5,0.0,1.0,0.0,0.0,4
0.0,-1.0,0.818787434300279,0.8666666666666667,0.0,0.5,0.0,0.0,1.0,1.0,4
-0.5,-1.0,-0.08867428968359842,-0.4666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,3
0.5,-1.0,0.3402557730863642,-0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,2
0.5,0.0,-0.9605601428346014,-0.6666666666666666,0.0,-0.5,1.0,0.0,0.0,0.0,3
0.5,-1.0,-0.7840741112875187,-0.8,0.0,0.5,0.0,0.0,0.0,0.0,3
0.0,0.0,0.7994392964559491,0.6,1.0,-1.0,0.0,0.0,0.0,0.0,4
0.0,-2.0,-0.394640698199855,-0.26666666666666666,1.0,-1.0,1.0,0.0,0.0,0.0,4
0.5,0.0,0.5786400307367042,0.5333333333333333,0.0,-0.5,0.0,0.0,0.0,0.0,4
1.0,1.0,0.30011107771416695,-0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,4
0.0,-1.0,-0.14885004185097186,0.4666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,4
0.5,1.0,0.5388451982744206,0.06666666666666667,1.0,0.5,0.0,0.0,0.0,1.0,4
0.0,-1.0,0.49578924479625563,-0.4666666666666667,1.0,-1.0,1.0,0.0,1.0,0.0,3
-0.5,0.0,-0.6374460594358871,-0.2,1.0,1.0,0.0,0.0,0.0,0.0,3
0.0,0.0,-0.22479941420177546,0.8666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,4
0.0,-1.0,-0.11604272414320187,0.8,0.0,0.0,1.0,1.0,1.0,0.0,4
0.0,1.0,0.7073857705250886,-1.0,0.0,0.5,1.0,0.0,0.0,0.0,0
-0.5,-2.0,-0.023468416837351815,-0.9333333333333333,0.0,-0.5,1.0,0.0,0.0,0.0,2
0.0,0.0,-0.23111922111880892,0.8,0.0,1.0,1.0,1.0,0.0,0.0,4
0.5,-1.0,-0.3409973797123413,-0.6,0.0,0.5,1.0,0.0,0.0,0.0,1
0.0,-1.0,0.154815186843741,0.06666666666666667,0.0,-1.0,0.0,0.0,0.0,0.0,4
-0.5,0.0,-0.7513779151300994,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4
0.5,0.0,-0.5657646958159058,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,4
0.5,-1.0,-0.32377283307607363,-0.3333333333333333,0.0,0.5,0.0,0.0,1.0,0.0,3
-0.5,0.0,-0.4093663569475056,0.5333333333333333,0.0,-0.5,0.0,0.0,0.0,0.0,4
0.0,1.0,0.42794843271892813,-0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,3
1.0,1.0,-0.15302558279863693,0.6666666666666666,0.0,-0.5,1.0,0.0,0.0,0.0,4
0.5,0.0,0.5110933624144706,0.9333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,4
0.0,1.0,-0.3973625138252703,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0
1.0,0.0,0.8718033147608412,0.5333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,4
-0.5,-2.0,-0.005307086407343137,0.5333333333333333,0.0,0.5,0.0,1.0,0.0,0.0,4
-0.5,1.0,0.13989294038111588,-0.8666666666666667,0.0,-1.0,1.0,0.0,0.0,0.0,2
1.0,0.0,0.8417808884169767,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,4
1.0,0.0,0.18035699219312945,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,4
1.0,0.0,-0.08444216238244587,-0.6666666666666666,1.0,0.5,1.0,0.0,0.0,0.0,1
0.0,0.0,0.3764190550232553,-0.6,0.0,0.5,0.0,0.0,0.0,0.0,2
1.0,0.0,0.034446574120730405,0.26666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,4
1.0,0.0,0.3773881860469699,-1.0,1.0,0.5,0.0,0.0,1.0,1.0,0
1.0,1.0,0.1533710142535083,-0.8,1.0,-0.5,0.0,0.0,1.0,0.0,1
-0.5,2.0,-0.3239372235269656,0.13333333333333333,1.0,0.5,0.0,1.0,0.0,0.0,4
-0.5,-1.0,-0.1752003415771304,0.8666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,4
0.5,0.0,-0.5979479584605285,-1.0,1.0,0.5,0.0,0.0,0.0,0.0,1
1.0,-1.0,0.2941338003008859,-0.4,1.0,-0.5,1.0,0.0,0.0,0.0,2
0.5,0.0,0.9627989175837471,0.2,0.0,0.5,0.0,0.0,0.0,0.0,4
0.5,-1.0,0.4237559219188857,0.5333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,4
0.5,0.0,-0.4467776204231414,0.5333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,4
1.0,-1.0,-0.9396897821916078,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,4
1.0,-1.0,-0.63446644545856,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,2
0.0,1.0,-0.7299589347013812,-0.8666666666666667,0.0,0.5,0.0,0.0,0.0,1.0,2
-0.5,0.0,0.8692039529001463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
1.0,0.0,0.24926630965749214,0.8,0.0,1.0,0.0,1.0,0.0,0.0,4
0.0,2.0,0.06763852946849022,0.4666666666666667,0.0,-0.5,1.0,0.0,0.0,0.0,4
-0.5,0.0,-0.8542146576083327,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,4
1.0,-1.0,1.0792381741068595,-0.4666666666666667,0.0,0.5,1.0,0.0,1.0,1.0,1
1.0,1.0,0.13028413466745084,-0.4,0.0,1.0,0.0,0.0,0.0,1.0,2
1.0,-1.0,-0.06659509939445787,0.06666666666666667,0.0,-0.5,0.0,1.0,0.0,0.0,4
0.0,-2.0,1.058605454770171,0.9333333333333333,0.0,0.5,1.0,1.0,0.0,0.0,4
1.0,-1.0,0.6722433996485461,0.4666666666666667,0.0,0.5,0.0,0.0,1.0,0.0,4
0.5,-1.0,0.08722394044598379,-0.13333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,4
0.0,-2.0,0.8174797169126659,-0.2,0.0,0.0,1.0,0.0,0.0,0.0,3
0.0,0.0,0.17247141521897302,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4
-0.5,-1.0,0.546053967645921,-0.06666666666666667,1.0,0.5,0.0,0.0,0.0,0.0,3
0.5,0.0,0.18702629816493613,0.06666666666666667,0.0,-0.5,1.0,0.0,1.0,0.0,4
-0.5,-1.0,0.5221173254405128,-0.8,1.0,0.5,1.0,0.0,0.0,0.0,0
0.5,0.0,-0.4148771726000773,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,4
-0.5,-1.0,0.7816500387044184,-0.4,0.0,0.0,1.0,1.0,0.0,0.0,2
-0.5,-1.0,-0.6459686762756977,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1.0,0.0,0.4112933806547679,-0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.5,-1.0,0.6704781074344838,-0.6,0.0,1.0,1.0,0.0,1.0,0.0,1
0.5,2.0,-0.841798909723926,-0.06666666666666667,0.0,-0.5,0.0,1.0,0.0,0.0,3
0.0,1.0,-0.15204524137476588,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,4
0.5,0.0,0.4051490907687505,-0.2,0.0,-0.5,1.0,0.0,0.0,0.0,4
0.5,-2.0,-0.32867498966976844,0.26666666666666666,0.0,-0.5,0.0,0.0,0.0,0.0,4
-0.5,-2.0,0.010253032829590825,0.7333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,4
1.0,1.0,-0.19637964444425787,0.6666666666666666,0.0,-0.5,0.0,1.0,0.0,0.0,4
-0.5,0.0,0.8284899448834118,0.6666666666666666,1.0,-1.0,1.0,1.0,0.0,0.0,4
1.0,-2.0,-0.015834748058669173,-0.6,0.0,0.0,0.0,0.0,0.0,1.0,2
0.5,-1.0,0.9871263389398469,0.9333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,4
1.0,-1.0,-0.608139673443974,-0.5333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,2
-0.5,-1.0,0.20418540495680212,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4
-0.5,0.0,1.0637603465413255,-0.13333333333333333,0.0,-0.5,0.0,0.0,0.0,0.0,3
1.0,0.0,0.05847898642806921,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,4
1.0,-1.0,-0.7789710195555064,0.9333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,4
0.0,0.0,-0.9866326676260784,-0.26666666666666666,1.0,-1.0,1.0,0.0,0.0,0.0,4
-0.5,-1.0,0.44663847959281944,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3
-0.5,1.0,-0.9155540188319149,-0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.5,-1.0,-0.7147915221583823,-0.5333333333333333,1.0,-0.5,0.0,0.0,0.0,0.0,3
-0.5,0.0,-0.31860912252735224,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0,4
0.5,1.0,-0.7761031671029432,-0.5333333333333333,0.0,0.5,1.0,0.0,0.0,0.0,3
0.0,0.0,0.4952808360835371,0.5333333333333333,1.0,-0.5,0.0,0.0,0.0,0.0,4
1.0,1.0,-0.9366343189166985,-0.4666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,3
0.5,-1.0,0.2303243063281084,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
0.5,2.0,-0.20889440463601225,0.2,1.0,1.0,1.0,0.0,1.0,0.0,3
1.0,0.0,0.8591819662854847,-0.3333333333333333,0.0,-0.5,1.0,0.0,1.0,0.0,2
0.0,1.0,0.9893623028604089,0.4,1.0,0.0,1.0,0.0,0.0,0.0,4
-0.5,-1.0,0.5905459572445144,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,4
0.0,0.0,-0.2825052554467058,0.6,0.0,0.5,1.0,0.0,1.0,0.0,4
0.0,-2.0,0.29932225289331493,-0.9333333333333333,0.0,-1.0,1.0,0.0,0.0,1.0,2
0.5,1.0,1.0792381741068595,-0.8666666666666667,0.0,0.0,0.0,1.0,0.0,1.0,1
0.0,0.0,0.35207788802852164,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,4
1.0,0.0,0.9792466240762844,-0.3333333333333333,1.0,0.5,0.0,0.0,0.0,0.0,2
0.0,1.0,0.2710663220889766,0.8666666666666667,1.0,0.5,0.0,0.0,0.0,0.0,4
-0.5,-2.0,-0.39098848688316207,0.26666666666666666,0.0,0.5,0.0,1.0,0.0,0.0,3
0.5,-2.0,0.8870776498092381,-0.2,0.0,0.0,0.0,1.0,0.0,1.0,3
