participant_id,personality_cluster
1966,Cluster_E
633,Cluster_E
1971,Cluster_E
1286,Cluster_C
565,Cluster_D
1434,Cluster_E
1246,Cluster_C
743,Cluster_E
1115,Cluster_E
150,Cluster_D
209,Cluster_E
1642,Cluster_C
2093,Cluster_D
1718,Cluster_E
2258,Cluster_E
1196,Cluster_C
720,Cluster_E
510,Cluster_B
2176,Cluster_E
415,Cluster_E
1622,Cluster_E
1838,Cluster_E
1221,Cluster_E
252,Cluster_C
2129,Cluster_E
1657,Cluster_E
408,Cluster_E
351,Cluster_E
1386,Cluster_B
1792,Cluster_D
671,Cluster_D
531,Cluster_E
600,Cluster_E
742,Cluster_E
50,Cluster_D
68,Cluster_E
1559,Cluster_E
49,Cluster_E
2186,Cluster_E
2134,Cluster_E
2232,Cluster_E
1808,Cluster_E
125,Cluster_C
2201,Cluster_D
1941,Cluster_E
830,Cluster_D
1134,Cluster_D
943,Cluster_E
2177,Cluster_B
982,Cluster_E
1830,Cluster_E
1449,Cluster_E
1413,Cluster_E
1857,Cluster_E
730,Cluster_E
880,Cluster_E
2096,Cluster_C
241,Cluster_B
71,Cluster_C
756,Cluster_E
933,Cluster_E
74,Cluster_B
462,Cluster_D
2213,Cluster_E
1834,Cluster_E
2307,Cluster_E
638,Cluster_E
528,Cluster_B
928,Cluster_D
158,Cluster_C
606,Cluster_E
1862,Cluster_C
1805,Cluster_E
423,Cluster_C
1831,Cluster_E
2053,Cluster_E
409,Cluster_C
1069,Cluster_C
52,Cluster_D
403,Cluster_E
1045,Cluster_B
2293,Cluster_E
1445,Cluster_C
2227,Cluster_E
1264,Cluster_E
1749,Cluster_E
292,Cluster_E
1551,Cluster_E
835,Cluster_E
856,Cluster_E
2300,Cluster_E
1837,Cluster_E
533,Cluster_E
388,Cluster_D
1562,Cluster_C
2044,Cluster_C
1310,Cluster_E
300,Cluster_E
1784,Cluster_E
417,Cluster_E
487,Cluster_E
441,Cluster_C
655,Cluster_E
2274,Cluster_E
221,Cluster_E
1085,Cluster_C
650,Cluster_E
622,Cluster_D
1877,Cluster_B
85,Cluster_C
862,Cluster_B
1872,Cluster_B
1430,Cluster_D
110,Cluster_E
1968,Cluster_E
760,Cluster_E
291,Cluster_E
945,Cluster_E
2148,Cluster_E
2376,Cluster_E
1015,Cluster_E
2036,Cluster_E
1926,Cluster_D
1256,Cluster_D
2317,Cluster_D
2067,Cluster_E
213,Cluster_C
673,Cluster_B
1322,Cluster_D
1125,Cluster_E
411,Cluster_C
2384,Cluster_E
1038,Cluster_E
2101,Cluster_E
1421,Cluster_E
19,Cluster_E
362,Cluster_E
1584,Cluster_C
631,Cluster_E
994,Cluster_E
2361,Cluster_B
1333,Cluster_E
77,Cluster_C
1732,Cluster_B
479,Cluster_C
2358,Cluster_D
1312,Cluster_C
857,Cluster_E
169,Cluster_D
444,Cluster_D
1358,Cluster_D
1222,Cluster_B
1412,Cluster_E
220,Cluster_E
2212,Cluster_C
2339,Cluster_B
1357,Cluster_E
304,Cluster_E
1566,Cluster_C
932,Cluster_E
2155,Cluster_C
1180,Cluster_C
451,Cluster_E
810,Cluster_B
2065,Cluster_E
1751,Cluster_B
1174,Cluster_E
1873,Cluster_C
369,Cluster_E
232,Cluster_E
1993,Cluster_D
136,Cluster_D
26,Cluster_D
2230,Cluster_D
1152,Cluster_C
893,Cluster_E
1933,Cluster_C
1745,Cluster_C
193,Cluster_C
290,Cluster_D
473,Cluster_C
619,Cluster_E
1363,Cluster_D
1722,Cluster_E
2144,Cluster_D
1068,Cluster_E
1481,Cluster_C
129,Cluster_D
2002,Cluster_E
1511,Cluster_E
766,Cluster_C
914,Cluster_C
234,Cluster_D
1331,Cluster_E
308,Cluster_D
1323,Cluster_B
434,Cluster_E
384,Cluster_E
1147,Cluster_E
938,Cluster_D
2216,Cluster_D
1341,Cluster_E
178,Cluster_E
1574,Cluster_E
599,Cluster_D
1086,Cluster_D
185,Cluster_C
1290,Cluster_C
1233,Cluster_D
1801,Cluster_E
1565,Cluster_C
299,Cluster_E
1698,Cluster_E
808,Cluster_E
1362,Cluster_B
2126,Cluster_C
486,Cluster_E
1190,Cluster_B
1919,Cluster_C
179,Cluster_C
1035,Cluster_C
325,Cluster_D
1208,Cluster_C
950,Cluster_E
1337,Cluster_C
2041,Cluster_E
119,Cluster_E
1139,Cluster_C
1136,Cluster_E
282,Cluster_B
2207,Cluster_C
2046,Cluster_B
2211,Cluster_E
1730,Cluster_E
1884,Cluster_E
1117,Cluster_E
1403,Cluster_C
1191,Cluster_E
1721,Cluster_E
1534,Cluster_E
1384,Cluster_E
367,Cluster_D
1815,Cluster_E
1899,Cluster_E
44,Cluster_C
1883,Cluster_E
1889,Cluster_D
1271,Cluster_E
204,Cluster_E
175,Cluster_E
421,Cluster_E
987,Cluster_E
121,Cluster_D
284,Cluster_C
1741,Cluster_C
1727,Cluster_E
